id,src,tgt
00000314,湖南永州市警方昨日发布声明，称“湖南11岁幼女遭强奸后被逼卖淫上百次”案受害者母亲唐慧为达到“判处7名被告人死刑”的目的屡次到政府机关扰乱单位秩序，被劳动教养壹年陆个月，而该案被告秦某制止同监室人员自杀事实存在,湖南永州市警方昨日发布声明，称“湖南11岁幼女遭强奸后被逼卖淫上百次”案受害者母亲唐慧为达到“判处7名被告人死刑”的目的屡次到政府机关扰乱单位秩序，被劳动教养一年六个月，而该案被告秦某制止同监室人员自杀事实存在
00000315,联合国粮农组织发布报告说，覆盖55种食品的全球粮食价格指数7月份跳升6.1%，是该指数4个月来首次上涨,联合国粮农组织发布报告说，覆盖55种食品的全球粮食价格指数7月份跳升6.1%，是该指数4个月来首次上涨
00000316,近日，有网友上传10月份拍到的西沙永兴岛最新航拍图显示，机场跑道已经明显加长，另在路道边上黄色区域已经扩建出来，未来可能会建成停机坪和机库,近日，有网友上传10月份拍到的西沙永兴岛最新航拍图显示，机场跑道已经明显加长，另在路道边上黄色区域已经扩建出来，未来可能会建成停机坪和机库
00000317,从今天起，杭州市区启动300米交通违法严查严管区，你只要看到这块牌子，无论是实现变道、加塞还是斑马线不让行，都会被交警现场摄录现场处罚,从今天起，杭州市区启动300米交通违法严查严管区，你只要看到这块牌子，无论是实线变道、加塞还是斑马线不让行，都会被交警现场摄录现场处罚
00000318,最新发布的《2012中国人婚恋状况调查报告》显示，在“剩斗士”的择偶选择中，娱乐圈人士、空乘、导游和媒体记者成最不受欢迎的“ST”股，30岁成为单身人士降低择偶要求的年龄结点,最新发布的《2012中国人婚恋状况调查报告》显示，在“剩斗士”的择偶选择中，娱乐圈人士、空乘、导游和媒体记者成最不受欢迎的“ST”股，30岁成为单身人士降低择偶要求的年龄节点
00000319,综合台湾“中央社”与中时电子报报道，复兴航空一班由高雄飞往澎湖马公的GE222航班，晚7时许重飞失败，造成48死15伤,综合台湾“中央社”与中时电子报报道，复兴航空一班由高雄飞往澎湖马公的GE222航班，晚7时许重飞失败，造成48死15伤
00000320,这一变迁即伴随着中国国际地位的提升和文化自信的增强，也昭示着中美两国关系的阴晴和东西方文化的隔膜与交流,这一变迁既伴随着中国国际地位的提升和文化自信的增强，也昭示着中美两国关系的阴晴和东西方文化的隔膜与交流
00000321,包括余秋雨在内的42为自然人解禁日一到，便有人“迅速出逃”,包括余秋雨在内的42位自然人解禁日一到，便有人“迅速出逃”
00000322,从“技术分析大师”马丁普林格划分的6个经济周期来看，可以将债券、股票和商品市虫制成一张具有“时令性”的投资布局图，类似于投资时钟,从“技术分析大师”马丁普林格划分的6个经济周期来看，可以将债券、股票和商品市场制成一张具有“时令性”的投资布局图，类似于投资时钟
00000323,央视主持人赵普转发说到：“为甚没我的裸照,央视主持人赵普转发说道：“为甚没我的裸照
00000324,有华堂商场用布把店名包起来，停业通知将理由归结为“店内故障”，三里屯优衣库LOGO被红色覆盖，吉野家、味千拉面等强调并非“日本血统”,有华堂商场用布把店名包起来，停业通知将理由归结为“店内故障”，三里屯优衣库LOGO被红色覆盖，吉野家、味千拉面等强调并非“日本血统”
00000325,端木文琳表示中国移动游戏基地紧随中国的移动产业的快速增长的步伐：“中国移动游戏基地2009年成立的，成立以来以泛游戏理念为指导，构建产业生态圈为使命,端木文琳表示中国移动游戏基地紧随中国的移动产业的快速增长的步伐：“中国移动游戏基地2009年成立的，成立以来以泛游戏理念为指导，构建产业生态圈为使命
00000326,滨江地块的巨大受益流向了哪里,滨江地块的巨大收益流向了哪里
00000327,肥沃的水浇地，红薯不面不甜还有粗纤维，过了霜降收获的更好,肥沃的水浇地，红薯不面不甜还有粗纤维，过了霜降收获得更好
00000328,明天进行的中国武汉第41届国际横渡长江活动，有来自法、德、美等国家以及全国的122名游泳好手竞渡；参与横渡长江活动方队的外地选手更是暴增至400人,明天进行的中国武汉第41届国际横渡长江活动，有来自法、德、美等国家以及全国的122名游泳好手竞渡；参与横渡长江活动方队的外地选手更是暴增至400人
00000329,截止目前，冲刺第二批新股发行公司27家，其中保荐机构有16家券商，除平安证券和光大证券保荐项目因被暂停受理IPO材料或受影响外，其它项目应都能上会,截至目前，冲刺第二批新股发行公司27家，其中保荐机构有16家券商，除平安证券和光大证券保荐项目因被暂停受理IPO材料或受影响外，其他项目应都能上会
00000330,张某家属已经将拖欠的12.9万余元农民工工资上缴,张某家属已经将拖欠的12.9万余元农民工工资上缴
00000331,淘宝现在已经成为了高危职业，继去年25岁德淘宝卖家敏敏过劳死死后，今年5月有一位淘宝卖家过劳死，这是一位85年的淘宝辣妈，宝宝才1岁,淘宝现在已经成为了高危职业，继去年25岁的淘宝卖家敏敏过劳死死后，今年5月有一位淘宝卖家过劳死，这是一位85年的淘宝辣妈，宝宝才1岁
00000332,为帮助流浪人员安全过冬，即日起至2014年4月15日，市民政局、市城管执法局联合开展“寒冬送温暖，救助献爱心”专项救助行动，力争达到城市严禁区无流浪人员乞讨现象,为帮助流浪人员安全过冬，即日起至2014年4月15日，市民政局、市城管执法局联合开展“寒冬送温暖，救助献爱心”专项救助行动，力争达到城市严禁区无流浪人员乞讨现象
00000333,许小年近日在一论坛上指出，房产调控政策已到关键路口，财政吃紧的地方政府已经按捺不住，先后有17个城市“顶风做案”，想绕道试图政策松绑,许小年近日在一论坛上指出，房产调控政策已到关键路口，财政吃紧的地方政府已经按捺不住，先后有17个城市“顶风作案”，想绕道试图政策松绑
00000334,打进全场唯一进球的萨穆埃尔也在赛后结束了《天空体育》的采访，国米防线岩石表示：“这是我在国米的最后一个赛季，但只要还呆在球队就会为胜利付出一切,打进全场唯一进球的萨穆埃尔也在赛后结束了《天空体育》的采访，国米防线岩石表示：“这是我在国米的最后一个赛季，但只要还呆在球队就会为胜利付出一切
00000335,吉林省吉林市，房产商家聘请的身高1.82米的一对性感女模在吉林市(第十八届)房屋展示交易会上展示人体骨干美，吸引了众多市民驻足观赏拍照但是，模特的“比基尼”造型，被指糟蹋国粹,吉林省吉林市，房产商家聘请的身高1.82米的一对性感女模在吉林市(第十八届)房屋展示交易会上展示人体骨感美，吸引了众多市民驻足观赏拍照但是，模特的“比基尼”造型，被指糟蹋国粹
00000336,公积金贷款额度为缴存余额的20倍，首套房建筑面积在144平方米以上再购房不能使用公积金贷款——9月18日，继近期成都住房公积金管理委员会审议通过成都市新修订的住房公积金贷款管理办法的基础上...,公积金贷款额度为缴存余额的20倍，首套房建筑面积在144平方米以上再购房不能使用公积金贷款——9月18日，继近期成都住房公积金管理委员会审议通过成都市新修订的住房公积金贷款管理办法的基础上...
00000337,昨天，中国工程院副院长、院士增选政策委员会主任旭日干表示，谢剑平称号现在不能撤销，今后，中国工程院院士增选不再受理烟草科技领域的候选人的提名或推荐,昨天，中国工程院副院长、院士增选政策委员会主任旭日干表示，谢剑平称号现在不能撤销，今后，中国工程院院士增选不再受理烟草科技领域的候选人的提名或推荐
00000338,记者第一时间联系了正在多哈现场的杭州市运河保护和申遗办公室主任王水法，听他讲述中国大运河申遗背后的故事和后申遗时代大运河改如何保护与传承,记者第一时间联系了正在多哈现场的杭州市运河保护和申遗办公室主任王水法，听他讲述中国大运河申遗背后的故事和后申遗时代大运河该如何保护与传承
00000339,对于习惯1688平台的雅呢美来说，入驻口袋购物“微店”平台也算一种大胆尝试,对于习惯1688平台的雅呢美来说，入驻口袋购物“微店”平台也算一种大胆尝试
00000340,在躲过了退市新政的“新老划断”后，这家公司又宣布以司法划拨方式易主，桃源湘晖以持股26.18%成为万福生科第一大股东，避开了创业板不允许借壳上市的规定，燃起了市场对其保壳的预期,在躲过了退市新政的“新老划断”后，这家公司又宣布以司法划拨方式易主，桃源湘晖以持股26.18%成为万福生科第一大股东，避开了创业板不允许借壳上市的规定，燃起了市场对其保壳的预期
00000341,一项调查发现，他们星期天晚上平均只能睡六个半小时，比建议的八小十少了一个半小时,一项调查发现，他们星期天晚上平均只能睡六个半小时，比建议的八小时少了一个半小时
00000342,控烟办公室副主任姜垣呼吁提高中国烟草制品税率，她认为，中国烟草制品价格十分低，平均为5.5元一包，70%的烟民都在抽7元以下的香烟,控烟办公室副主任姜垣呼吁提高中国烟草制品税率，她认为，中国烟草制品价格十分低，平均为5.5元一包，70%的烟民都在抽7元以下的香烟
00000343,截至2013年底，总覆盖人数超13亿，95%以上城乡人口有基本医疗保险，广大民众基本医疗得到一定保障,截至2013年底，总覆盖人数超13亿，95%以上城乡人口有基本医疗保险，广大民众基本医疗得到一定保障
00000344,据人力资源和社会保障部数据显示，2014年全国高校毕业生人数727万人，比2013年增长28万人次，再创历史新高，被成为“更难就业季”,据人力资源和社会保障部数据显示，2014年全国高校毕业生人数727万人，比2013年增长28万人次，再创历史新高，被称为“更难就业季”
00000345,无知的小编表示不明觉历，再欣赏一遍“奇葩”建筑吧→,无知的小编表示不明觉厉，再欣赏一遍“奇葩”建筑吧→
00000346,到底是鬼蟹已经把魔兽带进了一个怪圈，还是如果没有鬼蟹也许魔兽就是去了它原有的乐趣呢,到底是鬼蟹已经把魔兽带进了一个怪圈，还是如果没有鬼蟹也许魔兽就失去了它原有的乐趣呢
00000347,日本AV女优吉泽明步最近PO上了一张工作时的照片，引起许多人议论纷纷，因位照片中她化妆前与化妆后的模样实在差很大，让人忍不住惊呼，甚至还有人直言：“太坑爹了，根本就是人妖,日本AV女优吉泽明步最近PO上了一张工作时的照片，引起许多人议论纷纷，因为照片中她化妆前与化妆后的模样实在差很大，让人忍不住惊呼，甚至还有人直言：“太坑爹了，根本就是人妖
00000348,庭审中，公诉人出示北京售楼人员张恪的证词，驳斥了此前龚爱爱“户口为买房所送”的说法，证明龚爱爱为非法购买户口,庭审中，公诉人出示北京售楼人员张恪的证词，驳斥了此前龚爱爱“户口为买房所送”的说法，证明龚爱爱为非法购买户口
00000349,第20届白玉兰奖将于今晚颁出，由于早前两件振动娱乐圈的事件，使得今年白玉兰比以往更受关注,第20届白玉兰奖将于今晚颁出，由于早前两件震动娱乐圈的事件，使得今年白玉兰比以往更受关注
00000350,在“薪力交瘁”的中青年人中，“猝死”似乎已成为一种并不鲜见的现象，有数据显示，近年来中青年猝死人数节节攀升，已经占到全部猝死者的四成以上，这些人因而也被冠以“累倒的一代”,在“薪力交瘁”的中青年人中，“猝死”似乎已成为一种并不鲜见的现象，有数据显示，近年来中青年猝死人数节节攀升，已经占到全部猝死者的四成以上，这些人因而也被冠以“累倒的一代”
00000351,其非法收受贿赂269万余元；伙同他人共同挪用公款1.9亿余元，应当以受贿罪、挪用公款罪追究其刑事责任,其非法收受贿赂269万余元；伙同他人共同挪用公款1.9亿余元，应当以受贿罪、挪用公款罪追究其刑事责任
00000352,有些人愿意使用付费厕所，并且愿意将自家的厕所提供给那些内急的陌生人使用，Airpnp的立意就是在于此，它就像是厕所界的Airbnb，用户能够通过此款app查找附近的闲置厕所和它们的收费情况,有些人愿意使用付费厕所，并且愿意将自家的厕所提供给那些内急的陌生人使用，Airpnp的立意就是在于此，它就像是厕所界的Airbnb，用户能够通过此款app查找附近的闲置厕所和它们的收费情况
00000353,资本市场的最为离奇传闻非“新任接班人因巨额赌债被迫底价转让公司股份”莫属，不少权威证券媒体的官方微博都发布了这一消息，网友戏称现实版《活着》正在资本市场上演,资本市场的最为离奇传闻非“新任接班人因巨额赌债被迫低价转让公司股份”莫属，不少权威证券媒体的官方微博都发布了这一消息，网友戏称现实版《活着》正在资本市场上演
00000354,中国民生经济网讯（肖克来提）当前，执行清案工作是各级法院全面工作的重心，也是广大群众最关注的热点问题,中国民生经济网讯（肖克来提）当前，执行清案工作是各级法院全面工作的重心，也是广大群众最关注的热点问题
00000355,这一惊险场面比摄像头捕捉到,这一惊险场面被摄像头捕捉到
00000356,更有意思的是，在11月份新近入的大客户中，有一半以上是女性,更有意思的是，在11月份新进入的大客户中，有一半以上是女性
00000357,赤王跟黑王，就是分别加了辣油肉末和黑蒜油肉末，味道更加浓郁跟有层次,赤王跟黑王，就是分别加了辣油肉末和黑蒜油肉末，味道更加浓郁更有层次
00000358,台湾宜兰75艘渔船25日凌晨抵钓鱼岛外海约18海里处，遭日本保安厅10多艘巡逻艇以扩音器与字灯劝离，台海巡部门巡逻艇也向日本呼吁“请不要干扰台湾渔民作业”,台湾宜兰75艘渔船25日凌晨抵钓鱼岛外海约18海里处，遭日本保安厅10多艘巡逻艇以扩音器与字灯劝离，台海巡部门巡逻艇也向日本呼吁“请不要干扰台湾渔民作业”
00000359,今年初，摄影师KateBrooks前往当地，以航拍的方式和特写镜头记录下公园内幸存大象的生活场景和细节，希望借照片能够引起人们对非洲大象更多的关注并给予其更好的保护,今年初，摄影师KateBrooks前往当地，以航拍的方式和特写镜头记录下公园内幸存大象的生活场景和细节，希望借照片能够引起人们对非洲大象更多的关注并给予其更好的保护
00000360,摄影师yatender的人像色影作品，只记录下局部身体，也可以准确的传达情绪,摄影师yatender的人像摄影作品，只记录下局部身体，也可以准确地传达情绪
00000361,宗庆后表示：不少城市采取汽车限购限行，车照堵，空气照污染，限购车牌拍卖动辄几万元,宗庆后表示：不少城市采取汽车限购限行，车照堵，空气照污染，限购车牌拍卖动辄几万元
00000362,今日，网传福州某it公司员工晕倒送医，不幸身亡，据称男子为搜狐17173网站专区部员工,今日，网传福州某it公司员工晕倒送医，不幸身亡，据称男子为搜狐17173网站专区部员工
00000363,而这将是慧聪网走向在线交易的最重要一步,而这将是慧聪网走向在线交易的最重要一步
00000364,人民网记者常红报道，10月15日全球第五个洗手日将至，调查显示，目前保持良好洗手习惯的城市居民不足7%,人民网记者常红报道，10月15日全球第五个洗手日将至，调查显示，目前保持良好洗手习惯的城市居民不足7%
00000365,香港是属于虔诚购物者的，这一点只众所周知的,香港是属于虔诚购物者的，这一点是众所周知的
00000366,同时没收其85万余元非法所得,同时没收其85万余元非法所得
00000367,因其大量违规经营，涉险高利贷业务，它们往往成为引发地方金融风险的“深水炸弹”,因其大量违规经营，涉嫌高利贷业务，它们往往成为引发地方金融风险的“深水炸弹”
00000368,村民不解，为何先祖死后无法安息?小伙本们怎么看,村民不解，为何先祖死后无法安息?小伙伴们怎么看
00000369,对谷歌来说，目前或许并非谷歌眼镜上市的最佳时期，就是这样一款智能且充满激情的产品，遭到美国多个州立法委员的质疑，理由是当人们驾车过程中配戴谷歌眼镜容易分心，这些州的立法委员们建议立法：驾车过程中禁止佩戴谷歌眼镜,对谷歌来说，目前或许并非谷歌眼镜上市的最佳时期，就是这样一款智能且充满激情的产品，遭到美国多个州立法委员的质疑，理由是当人们驾车过程中佩戴谷歌眼镜容易分心，这些州的立法委员们建议立法：驾车过程中禁止佩戴谷歌眼镜
00000370,盛传一索得男的豪门媳妇郭晶晶，好多大肚婆禁忌似乎她都没有，同老公霍启刚出门去泰国旅行，更不忌口买雪糕吃,盛传一索得男的豪门媳妇郭晶晶，好多大肚婆禁忌似乎她都没有，同老公霍启刚出门去泰国旅行，更不忌口买雪糕吃
00000371,该海事处负责广州海事局港珠澳大桥建设水域水上交通安全监督、防止船舶污染等工作，管辖范围为港珠澳大桥轴线上下游3海里的广州海事局辖区水域,该海事处负责广州海事局港珠澳大桥建设水域水上交通安全监督、防止船舶污染等工作，管辖范围为港珠澳大桥轴线上下游3海里的广州海事局辖区水域
00000372,新京报记者调查发现，“输血”、“造血”双管齐下，阜平扶贫仍然面对传统难题：有人期待直接发钱，而那些试图改变命运的勇敢者，很难获得资金扶持,新京报记者调查发现，“输血”、“造血”双管齐下，阜平扶贫仍然面对传统难题：有人期待直接发钱，而那些试图改变命运的勇敢者，很难获得资金扶持
00000373,近日有网友发贴称，嵩县一高高二学生反映高二女生全部住在学校图书馆中，一个大屋子住了200个女生,近日有网友发帖称，嵩县一高高二学生反映高二女生全部住在学校图书馆中，一个大屋子住了200个女生
00000374,今天，吉林德惠市米沙子镇宝源丰禽业公司特别重大火灾事故已至119人死亡,今天，吉林德惠市米沙子镇宝源丰禽业公司特别重大火灾事故已致119人死亡
00000375,国民党第19次全代会笼罩着警民对峙的紧张气氛，会场外的“丢鞋区”更是抗议声浪不断，在这个火爆场面中竟有一个意外“娇”点，一名女神级的警察将长发整齐地盘在警帽内，刚中带柔的美，让抗议民众战力瞬间酥软,国民党第19次全代会笼罩着警民对峙的紧张气氛，会场外的“丢鞋区”更是抗议声浪不断，在这个火爆场面中竟有一个意外“娇”点，一名女神级的警察将长发整齐地盘在警帽内，刚中带柔的美，让抗议民众战力瞬间酥软
00000376,莫言首现朗诵了自己的短篇小说《狼》,莫言首先朗诵了自己的短篇小说《狼》
00000377,很多时候品牌使用者识别就是品牌目标消费者识别，品牌使用者识别主要有以下的作用：一、让目标消费者“对号入座”；二、标签价值，提升品牌溢价能力；三、降低消费者决策成本；四、理想人识别,很多时候品牌使用者识别就是品牌目标消费者识别，品牌使用者识别主要有以下的作用：一、让目标消费者“对号入座”；二、标签价值，提升品牌溢价能力；三、降低消费者决策成本；四、理想人识别
00000378,青春片常被归类于教育片，因此很难发展起来，惟有走市场之路，摒弃说教意味，广泛吸纳类型电影元素，增加影片的趣味性和独特性，青春片才有出路,青春片常被归类于教育片，因此很难发展起来，唯有走市场之路，摒弃说教意味，广泛吸纳类型电影元素，增加影片的趣味性和独特性，青春片才有出路
00000379,该剧发扬了演员与观众互动的风格，台上台下交相呼应，让孩子于通话故事亲密接触，进而引爆经久的童趣再现,该剧发扬了演员与观众互动的风格，台上台下交相呼应，让孩子与童话故事亲密接触，进而引爆经久的童趣再现
00000380,图为1964年坦桑尼亚，灵长类动物学家简·古德与幼小的黑猩猩弗林特触手一刻,图为1964年坦桑尼亚，灵长类动物学家简·古德与幼小的黑猩猩弗林特触手一刻
00000381,元旦行车若走雅西、成渝告诉须谨防暗冰、团雾路段,元旦行车若走雅西、成渝高速须谨防暗冰、团雾路段
00000382,当英国加入欧洲汇率体系，索罗斯觉察到欧洲金融市场将混乱，于是一场英磅狙击战成就了他的传奇,当英国加入欧洲汇率体系，索罗斯觉察到欧洲金融市场将混乱，于是一场英镑狙击战成就了他的传奇
00000383,中国未来10年将有超过2万亿元投入到智慧城市建设中，专属智慧城市载体相关市场约占20%~30%,中国未来10年将有超过2万亿元投入到智慧城市建设中，专属智慧城市载体相关市场约占20%~30%
00000384,他指出，随着这一转折点的到来，我国招工难、养老难等问题将更加凸现，我们必须抓紧研究调整社会保障体制等，更好地应对人口结构快速变化带来的一系列新问题、新挑战,他指出，随着这一转折点的到来，我国招工难、养老难等问题将更加凸显，我们必须抓紧研究调整社会保障体制等，更好地应对人口结构快速变化带来的一系列新问题、新挑战
00000385,住建部司长赵晖称，大量农地整理使农村风貌遭受破坏,住建部司长赵晖称，大量农地整理使农村风貌遭受破坏
00000386,中国民生经济网讯（王瀚窑）为贯彻落实习近平总书记“三严三实”要求，更好地把焦裕禄精神融入到武胜法院开展群众路线教育实践活动的工作当中，四川武胜法院近日组织全体干警观看学习电影《焦裕禄》,中国民生经济网讯（王瀚窑）为贯彻落实习近平总书记“三严三实”要求，更好地把焦裕禄精神融入到武胜法院开展群众路线教育实践活动的工作当中，四川武胜法院近日组织全体干警观看学习电影《焦裕禄》
00000387,上周市场形成大逆转，反弹一触即发，上周二快速回收2000点整数关，随后几个交易日，在反复整固后收回了20天均线,上周市场形成大逆转，反弹一触即发，上周二快速收回2000点整数关，随后几个交易日，在反复整固后收回了20天均线
00000388,乘坐摩托艇在海面上兜风时，她不慎被风吹起的水上步行球绳子勒住喉咙，导致喉管被割断，虽经医生全力抢救挽回一命，目前仍在医院尚未度过危险期,乘坐摩托艇在海面上兜风时，她不慎被风吹起的水上步行球绳子勒住喉咙，导致喉管被割断，虽经医生全力抢救挽回一命，目前仍在医院尚未度过危险期
00000389,如今，她想就此回归正常生活，谢谢您们大家,如今，她想就此回归正常生活，谢谢你们大家
00000390,近日，安徽省安庆市中级人民法院对这起案件进行一审宣判，以故意杀人罪判处被告人孙汪乐死刑,近日，安徽省安庆市中级人民法院对这起案件进行一审宣判，以故意杀人罪判处被告人孙汪乐死刑
00000391,近日，中央文明办发布三月份“中国好人榜”名单，南宁市推荐的火速送递“生命快递”的“快递哥”韦京宝、以诚信经营指导108家连锁店的低调老板张杰，分别入选2015年3月“中国好人榜”见义勇为、诚实守信好人,近日，中央文明办发布三月份“中国好人榜”名单，南宁市推荐的火速送递“生命快递”的“快递哥”韦京宝、以诚信经营指导108家连锁店的低调老板张杰，分别入选2015年3月“中国好人榜”见义勇为、诚实守信好人
00000392,而且，2002年有三位科学家因为对基因研究的早期贡献而获诺奖，所以诺贝尔奖委员会可能会觉得它已经覆盖了该领域，不会对其再次授奖,而且，2002年有三位科学家因为对基因研究的早期贡献而获诺奖，所以诺贝尔奖委员会可能会觉得它已经覆盖了该领域，不会对其再次授奖
00000393,因央行支付清算系统维护，今天16时至大年初三18时30分各银行网银跨行转账将受影响，网上支付跨行清算、全国支票影像交换、电子商业汇票等暂停,因央行支付清算系统维护，今天16时至大年初三18时30分各银行网银跨行转账将受影响，网上支付跨行清算、全国支票影像交换、电子商业汇票等暂停
00000394,当大大小小的界面设计案都做过一轮之后，你就会发现，做一台小小的MP3拨放器，跟搞一台智能型机器人，过程中会遇到的问题，其实都是很类似的,当大大小小的界面设计案都做过一轮之后，你就会发现，做一台小小的MP3播放器，跟搞一台智能型机器人，过程中会遇到的问题，其实都是很类似的
00000395,本届论坛主题是“中国的新未来”，议题包括中国世纪、资源解决方案、创新与科技、金融与经济复苏等,本届论坛主题是“中国的新未来”，议题包括中国世纪、资源解决方案、创新与科技、金融与经济复苏等
00000396,重庆、成都及广西白色等多地有明显震感,重庆、成都及广西百色等多地有明显震感
00000397,昨日凌晨零时许，经武汉东西湖三店派出所民警及时送医，颠痫病发作的男子王某化险为夷,昨日凌晨零时许，经武汉东西湖三店派出所民警及时送医，癫痫病发作的男子王某化险为夷
00000398,招商引资需要、城市形象、城市品位等理由，将地方政府由政策的执行者变成了违规球场的推动者，一般情况下，地方政府官员并不会因此受到处分,招商引资需要、城市形象、城市品位等理由，将地方政府由政策的执行者变成了违规球场的推动者，一般情况下，地方政府官员并不会因此受到处分
00000399,上海将依法取缔一批群众反映突出的城市无序设摊聚集点，改造设置一批临时设摊集中疏导点，规划建设一批商业服务网点，形成“严禁、严控、控制”分类管理标准规范，坚决遏制无序设摊蔓延势头，不断提升城市管理水平,上海将依法取缔一批群众反映突出的城市无序设摊聚集点，改造设置一批临时设摊集中疏导点，规划建设一批商业服务网点，形成“严禁、严控、控制”分类管理标准规范，坚决遏制无序设摊蔓延势头，不断提升城市管理水平
00000400,熟悉Google及联发科的人士透露，多核手机芯片必需发挥效率与效益的关键，与软件运算的复杂度有关，甚至也需主流制程技术的演进来搭配，初估10核以上手机芯片解决方案最快2015年将现身，届时将再次引爆全球手机芯片的世纪大战,熟悉Google及联发科的人士透露，多核手机芯片必须发挥效率与效益的关键，与软件运算的复杂度有关，甚至也需主流制程技术的演进来搭配，初估10核以上手机芯片解决方案最快2015年将现身，届时将再次引爆全球手机芯片的世纪大战
00000401,甄子丹开拍电影《卧虎藏龙II铁骑银瓶》，但近日有报道指美国投资方不满子丹开出三千万人民币的身酬，改以二千万人民币邀请刘德华取代甄子丹,甄子丹开拍电影《卧虎藏龙II铁骑银瓶》，但近日有报道指美国投资方不满子丹开出三千万人民币的身酬，改以二千万人民币邀请刘德华取代甄子丹
00000402,因涉嫌受贿421万余元，东莞市委政法委原副书记高少鹏14日在广州中院过堂受审,因涉嫌受贿421万余元，东莞市委政法委原副书记高少鹏14日在广州中院过堂受审
00000403,据中国国防科技信息网报道，NASA已经与欧空局组成团队，共同研制“猎户座”航天器，这种新型太空舱将把人类送入月球轨道、行星和火星,据中国国防科技信息网报道，NASA已经与欧空局组成团队，共同研制“猎户座”航天器，这种新型太空舱将把人类送入月球轨道、行星和火星
00000404,维基百科在过去十年中文章从0到4百万，已经有了相对稳定的作者群，并且他们已经贡献了他们在这一领域的几乎全部专业知识，而新的作者形成及其缓慢,维基百科在过去十年中文章从0到4百万，已经有了相对稳定的作者群，并且他们已经贡献了他们在这一领域的几乎全部专业知识，而新的作者形成极其缓慢
00000405,此次#美国大选#堪称最具技术性大选，分析师们利用各种数字工具锁定具体选民，并通过技术追踪了解选民立场，以及什么样的事情可以改变他们的决定、最适合派那位朋友去说服他们改变决定,此次#美国大选#堪称最具技术性大选，分析师们利用各种数字工具锁定具体选民，并通过技术追踪了解选民立场，以及什么样的事情可以改变他们的决定、最适合派哪位朋友去说服他们改变决定
00000406,在中国建材集团董事长宋志平看来，混合所有制企业和国有企业、民营企业是三足鼎力的，不存在谁吃掉谁、谁掠夺谁、谁被谁同化的问题,在中国建材集团董事长宋志平看来，混合所有制企业和国有企业、民营企业是三足鼎立的，不存在谁吃掉谁、谁掠夺谁、谁被谁同化的问题
00000407,周六车云菌发布的“上汽阿里互联网汽车项目”招聘信息引发行业巨大关注，今天我们为大家带来更多具体职位信息，只可惜满满的攻城狮职位，从小习文的车云菌没一个能沾得上边,周六车云菌发布的“上汽阿里互联网汽车项目”招聘信息引发行业巨大关注，今天我们为大家带来更多具体职位信息，只可惜满满的攻城狮职位，从小习文的车云菌没一个能沾得上边
00000408,采访的影响在于，采访者比一般人更有书写并将这文字公诸于众的权力,采访的影响在于，采访者比一般人更有书写并将这文字公诸于众的权利
00000409,中铝计提55亿元资产减值准备的议案，大幅增加2014年的亏损额,中铝计提55亿元资产减值准备的议案，大幅增加2014年的亏损额
00000410,触屏手机因为屏幕面积的占据，让其实体的设计面临这前所未有的挑战,触屏手机因为屏幕面积的占据，让其实体的设计面临着前所未有的挑战
00000411,日本名古屋大学研究团队称，他们开发的一种新技术只需数秒中就能完成这一过程,日本名古屋大学研究团队称，他们开发的一种新技术只需数秒钟就能完成这一过程
00000412,一如继往，首发球员进行了轻量训练,一如既往，首发球员进行了轻量训练
00000413,主题公园位于日本大阪，格局与2011年在美国奥兰多建造的类似，“哈利·波特”电影的经典场景、电影人物用过的道具、服装、活米村、霍格华兹魔法学校等都会在这里原貌呈现,主题公园位于日本大阪，格局与2011年在美国奥兰多建造的类似，“哈利·波特”电影的经典场景、电影人物用过的道具、服装、活米村、霍格华兹魔法学校等都会在这里原貌呈现
00000414,夏日炎炎，申城空调销售迎来高峰，记者今日走访各大销售店家发现，虽然空调销量猛增，但大多数消费者面对低能耗的环保空调“毫不待见”，依然选择能耗相对较高但价格更实惠的空调,夏日炎炎，申城空调销售迎来高峰，记者今日走访各大销售店家发现，虽然空调销量猛增，但大多数消费者面对低能耗的环保空调“毫不待见”，依然选择能耗相对较高但价格更实惠的空调
00000415,对于媒体报道的西双版男旅游协会存在高额回扣、排他经营等现象，一位不愿具名的旅行社法人代表告诉记者，除去每年收取旅行社1.8万元的会费，旅游协会在多个景点、演艺场所等地方还会收取5～10元/客的“人头费”,对于媒体报道的西双版纳旅游协会存在高额回扣、排他经营等现象，一位不愿具名的旅行社法人代表告诉记者，除去每年收取旅行社1.8万元的会费，旅游协会在多个景点、演艺场所等地方还会收取5～10元/客的“人头费”
00000416,今日，夏普又在日本宣布，将之前制定的2000人自愿提前退休的名额增加至2960名，这些员工将在12月15日离开公司,今日，夏普又在日本宣布，将之前制定的2000人自愿提前退休的名额增加至2960名，这些员工将在12月15日离开公司
00000417,基伍的销售量排名全球手机品牌中第九位，出货量达到3500万部，销售额超过15亿美元；在印度市场占有率一度达21%，遥遥领先排名第二并拥有13%市场占有率的诺基亚,基伍的销售量排名全球手机品牌中第九位，出货量达到3500万部，销售额超过15亿美元；在印度市场占有率一度达21%，遥遥领先排名第二并拥有13%市场占有率的诺基亚
00000418,板块方面，智能家具、信息安全、次新股、航天军工涨幅居前，仅银行板块下跌,板块方面，智能家居、信息安全、次新股、航天军工涨幅居前，仅银行板块下跌
